[0] ms, LOG; Program starts; in file /home/krzysztof/c-cut/main.c; at line 84
 62
[1615977] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1616077] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1616178] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1616278] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1616379] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1616479] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1616579] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1616680] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1616780] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1616881] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1616981] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1617082] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1617182] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1617283] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1617383] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1617483] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1617584] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1617684] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1617784] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1617884] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1617985] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1618085] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1618186] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1618286] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1618386] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1618486] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1618587] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1618687] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1618787] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1618888] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1618988] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619088] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1619189] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1619289] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619389] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1619490] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619590] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1619691] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619791] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619891] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1619992] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620093] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620193] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620294] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620394] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620494] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1620595] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1620695] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1620796] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1620897] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1620997] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1621097] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1621198] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1621298] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1621399] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1621499] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1621600] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1621700] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1621801] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1621901] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1622001] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1622102] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1622202] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1622302] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1622403] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1622503] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1622604] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1622704] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1622805] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1622905] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1623005] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1623106] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1623206] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1623306] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1623407] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1623507] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1623608] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1623708] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1623809] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1623909] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1624010] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1624110] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1624211] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1624311] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1624412] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1624512] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1624612] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1624712] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1624813] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1624913] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1625013] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625114] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625214] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625314] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625415] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625515] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1625616] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1625716] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1625817] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1625917] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1626017] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1626118] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1626218] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1626319] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1626419] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1626520] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1626620] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1626721] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1626821] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1626921] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1627022] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1627122] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1627223] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1627324] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1627424] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1627525] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1627625] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1627726] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1627826] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1627927] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1628028] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1628128] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1628229] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1628330] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1628430] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1628531] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1628631] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1628731] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1628831] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1628932] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1629032] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1629132] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1629233] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1629333] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1629433] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1629534] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1629634] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1629734] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1629835] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1629935] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1630035] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630136] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630236] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630337] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630437] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630537] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1630637] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1630738] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1630838] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1630939] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1631039] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1631139] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1631240] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1631340] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1631441] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1631541] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1631641] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1631742] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1631842] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1631943] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1632044] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1632144] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1632245] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1632345] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1632446] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1632546] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1632647] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1632747] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1632847] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1632948] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1633048] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1633149] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1633249] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1633349] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1633450] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1633550] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1633651] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1633751] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1633852] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1633952] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1634053] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1634154] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1634255] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1634355] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1634455] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1634556] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1634656] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1634757] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1634857] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1634957] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1635058] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635158] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635259] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635359] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635459] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635560] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1635660] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1635761] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1635861] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1635961] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1636062] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1636162] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1636262] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1636363] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1636463] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1636564] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1636664] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1636765] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1636866] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1636966] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1637067] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1637167] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1637268] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1637368] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1637469] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1637570] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1637670] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1637771] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1637871] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1637972] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1638073] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1638173] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1638274] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1638374] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1638475] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1638575] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1638675] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1638776] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1638876] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1638976] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1639077] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1639177] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1639277] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1639377] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1639478] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1639578] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1639678] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1639779] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1639879] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1639980] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1640080] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640181] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640281] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640381] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640481] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640582] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1640682] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1640782] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1640883] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1640984] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1641084] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
[1641185] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
[1641286] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1641386] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
 62
[1641486] ms, LOG; Enqueue works!; in file /home/krzysztof/c-cut/source/threads/readerThread.c; at line 45
62
